x,y
0.0,0.0
-0.0006342474052374505,0.007536199083261908
0.0003465477746090492,0.011058300468984575
0.0015980640387284117,0.013917017820891584
0.002991696318659927,0.016430261692306557
0.004477392875074454,0.018721076201677875
0.006029366501678611,0.020852518916329017
0.007632228973920348,0.02286202163223977
0.009275908571030769,0.024773955721614255
0.010953377579181838,0.02660523759455922
0.012659495650070574,0.028368175362972592
0.014390364209078303,0.030072054237899687
0.016142940202921948,0.03172408299228664
0.017914792106856522,0.03332999054174689
0.019703938903317973,0.034894418808178465
0.021508739917787616,0.036421190926713434
0.02332781713639927,0.03791349997037721
0.02515999900054631,0.03937404520892662
0.027004278828884346,0.04080513269425627
0.028859783460070513,0.0422087509607853
0.030725749198744382,0.043586628973650246
0.032601503084019406,0.04494028116066403
0.034486448105534,0.04627104288040976
0.036380051393558106,0.047580098696816675
0.03828183468155899,0.04886850516619206
0.04019136652744579,0.050137209384309434
0.04210825591176001,0.05138706421925539
0.04403214692542322,0.05261884092601665
0.045962714328053815,0.05383323967242809
0.047899659808127194,0.05503089838399777
0.04984270881364546,0.056212400224390086
0.051791607850119784,0.05737827996014941
0.053746122164063936,0.058529029406447594
0.055706033746628046,0.05966510211090363
0.057671139604733634,0.06078691740176914
0.05964125025702234,0.06189486390276256
0.06161618841976953,0.06298930259794189
0.06359578785413618,0.06407056951502738
0.06557989235110476,0.06513897808362755
0.06756835483444579,0.06619482121521258
0.06956103656530051,0.06723837314390803
0.07155780643460227,0.06826989106086113
0.07355854033171881,0.06928961656976296
0.07556312057947516,0.07029777698685809
0.07757143542718753,0.0712945865052614
0.07958337859456084,0.07228024724048514
0.08159884886032277,0.0732549501716476
0.0836177496903234,0.07421887599079648
0.08563998890054987,0.07517219587106751
0.08766547835111438,0.07611507216295207
0.08766547835111438,0.07611507216295207
0.09672547092972303,0.08019214409230027
0.1058416929804605,0.08407679723542277
0.11500849190667087,0.08777878036424547
0.124221013857509,0.09130615718340128
0.1334750272459133,0.09466569874760739
0.14276679453064534,0.09786316645151832
0.15209297700540364,0.10090352067961783
0.16145056274494882,0.10379107764123346
0.17083681116413627,0.10652962927181349
0.180249209731601,0.1091225362818508
0.18968543973268548,0.11157280133657269
0.19914334887532836,0.11388312730003142
0.20862092914337765,0.11605596409158833
0.21811629872484517,0.11809354674741657
0.22762768714088638,0.11999792660918371
0.2371534229149774,0.12177099708393323
0.24669192327711137,0.12341451507316496
0.2562416855122967,0.12493011891533415
0.2658012796480206,0.12631934349754786
0.2753693422397609,0.12758363305072026
0.28494457106274323,0.12872435203504615
0.29452572055596543,0.12974279444034553
0.3041115978938961,0.13064019176218408
0.3137010595842956,0.1314177198650372
0.3232930085088054,0.13207650490475248
0.3328863913374481,0.13261762845167185
0.3424801962598038,0.13304213193114484
0.3520734509850164,0.13335102047839809
0.3616652209704159,0.13354526628876837
0.3712546078447875,0.13362581153134445
0.38084074799746037,0.13359357088348156
0.39042281130864526,0.1334494337349656
0.4,0.1331942661034391
0.4093045332837327,0.13285362225093764
0.41860627435032094,0.13245298896056792
0.4279049500721636,0.131993091697304
0.4372002985755065,0.13147462679288968
0.44649206868211944,0.1308982629421392
0.4557800193838389,0.13026464255855877
0.4650639193464372,0.1295743830049669
0.4743435464397283,0.1288280777127981
0.4836186872911948,0.1280262972020714
0.4928891368607528,0.1271695900125413
0.5021546980345559,0.12625848355528485
0.5114151812359788,0.1252934848928914
0.5206704040521474,0.1242750814554738
0.5299201908745542,0.1232037416989005
0.5391643725524783,0.1220799157109324
0.5484027860580538,0.12090403577032308
0.5576352741619761,0.11967651686339442
0.566861685118928,0.11839775716211917
0.5760818723619198,0.1170681384673199
0.5852956942048155,0.11568802662022191
0.5945030135523989,0.11425777188526735
0.6037036976173953,0.11277770930680833
0.6128976176439357,0.11124815904203683
0.6220846486369915,0.10966942667228102
0.6312646690973658,0.10804180349459222
0.6404375607618663,0.10636556679536377
0.649603208348323,0.1046409801075621
0.6587614993051504,0.10286829345300139
0.6679123235651822,0.10104774357096494
0.6770555733035384,0.0991795541343567
0.686191142699304,0.09726393595446176
0.6953189277008275,0.09530108717529882
0.7044388257944615,0.0932911934584611
0.7135507357765902,0.09123442815926522
0.7226545575288059,0.08913095249495592
0.7317501917961038,0.08698091570565228
0.7408375399679905,0.08478445520866054
0.7499165038624003,0.08254169674672869
0.7589869855123365,0.08025275453076845
0.7680488869551529,0.07791773137752556
0.7771021100244137,0.07553671884264279
0.7861465561442609,0.07310979734951882
0.7951821261262448,0.0706370363143373
0.8042087199685622,0.0681184942676073
0.8132262366576647,0.06555421897252772
0.8222345739721998,0.06294424754046593
0.8312336282892543,0.06028860654381296
0.84022329439287,0.0575873121264593
0.849203465284813,0.05484037011211325
0.8581740319975728,0.052047776110666744
0.8671348834095757,0.049209515622795325
0.8760859060626013,0.04632556414296426
0.885026983981386,0.043395887260998287
0.8939579984954085,0.04042044076235787
0.9028788280628466,0.0373991707272545
0.9117893480967029,0.03433201362872398
0.9206894307930915,0.031218896429768002
0.929578944961686,0.028059736679662564
0.9384577558583246,0.02485444260952506
0.947325725019772,0.021602913227220397
0.9561827101006375,0.01830503841168159
0.965028564712451,0.014960699006711358
0.9738631382648935,0.011569766914324849
0.9826862758091883,0.00813210518768705
0.9914978178836507,0.004647568123693995
1.0002976003613973,0.00111600135523942
0.9997023996386029,-0.00111600135523942
0.990320363934531,0.00016418577896904103
0.9809500878271751,0.0014179407259952842
0.9715914071896519,0.0026451091187330474
0.9622441625602762,0.003845545254078362
0.9529081989902715,0.005019112185196316
0.9435833658893189,0.006165681814101912
0.934269516868948,0.007285134984598004
0.9249665095837685,0.008377361575617524
0.9156742055705447,0.009442260595025426
0.9063924700851153,0.010479740273939045
0.8971211719371532,0.011489718161634428
0.8878601833227733,0.012472121221113233
0.8786093796549774,0.013426885925411313
0.8693686393919441,0.014353958354740085
0.8601378438631514,0.01525329429456013
0.8509168770933362,0.01612485933469598
0.8417056256242776,0.01696862896961311
0.8325039783344026,0.017784588699987003
0.8233118262562003,0.01857273413570956
0.8141290623914365,0.019333071100489107
0.8049555815241535,0.020065615738216115
0.7957912800314376,0.020770394621281617
0.786636055691937,0.02144744486105298
0.7774898074921026,0.022096814220729195
0.7683524354301318,0.022718561230819095
0.7592238403175742,0.023312755307506587
0.7501039235785726,0.023879476874190245
0.7409925870466905,0.024418817486512825
0.7318897327592822,0.024930879961220113
0.7227952627493506,0.025415778509223778
0.7137090788348304,0.025873638873271827
0.7046310824052278,0.02630459847067055
0.6955611742055384,0.02670880654153889
0.6864992541173541,0.027086424303121734
0.6774452209370595,0.027437625110735657
0.6683989721510071,0.02776259462597388
0.659360403707545,0.02806153099285507
0.6503294097857587,0.028334645022664362
0.6413058825607678,0.028582160388305675
0.6322897119654064,0.028804313829062345
0.6232807854480886,0.0290013553667485
0.6142789877266448,0.029173548534330573
0.6052842005378823,0.029321170618201962
0.5962963023826047,0.029444512915413883
0.587315168265783,0.029543881007294617
0.578340669431548,0.029619595051036132
0.5693726730926257,0.02967199009099048
0.5604110421537992,0.029701416391599844
0.551455634928933,0.02970823979408948
0.542506304851037,0.029692842099282045
0.5335629001747945,0.029655621479150282
0.5246252636709002,0.02959699292001597
0.515693232311489,0.02951738870063271
0.5067666369458392,0.029417258908761484
0.49784530196544413,0.029297072000270714
0.4889290449574289,0.02915731540527322
0.48001767634516884,0.028998496186358358
0.471110999014817,0.028821141754603187
0.46220880792629004,0.028625800649762195
0.4533108897070703,0.028413043391854492
0.44441702222697144,0.028183463412314473
0.4355269741517663,0.027937678073960644
0.4266405044732909,0.02767632979029931
0.4177573620133155,0.027400087256144644
0.40887728489808545,0.027109646803240524
0.4,0.026805733896560893
0.3913953705095365,0.02646792163693526
0.3827956156389033,0.026075850604121743
0.3741999376097579,0.025630386815762976
0.36560750630231137,0.02513241966164486
0.3570174581058926,0.02458286381912258
0.3484288946492871,0.0239826614572849
0.33984088138982466,0.023332784771468627
0.33125244603664916,0.022634238896900402
0.32266257677934074,0.02188806525892975
0.3140702202879221,0.021095345427898544
0.30547427944403455,0.020257205559654427
0.29687361075543856,0.019374821518672848
0.2882670213966028,0.018449424800519393
0.27965326580652483,0.017482309395014085
0.27103104176043064,0.016474839762351784
0.26239898581379767,0.015428460133446578
0.2537556679941135,0.014344705395405596
0.24509958558638634,0.013225213886684017
0.23642915582060936,0.012071742508781763
0.22774270722025874,0.010886184668742215
0.21903846930648985,0.009670591708233027
0.21031456026731454,0.008427198663427317
0.20156897208658084,0.007158455453686374
0.19279955247222738,0.005867064943062536
0.18400398270959664,0.004556029796783052
0.17517975026732363,0.003228710725340818
0.16632411456026375,0.0018888996641841307
0.15743406366317758,0.0005409128226405227
0.1485062588697637,-0.0008102894148062506
0.1395369626387837,-0.002158945653501658
0.13052194338317588,-0.003498284838728563
0.12145634725209517,-0.0048202432658539865
0.11233452164888563,-0.0061150721629520816
0.11233452164888563,-0.0061150721629520816
0.11027837844638892,-0.006400850598264507
0.10821898500355417,-0.006684515307747746
0.10615625318049358,-0.006965903940910408
0.10409009079319427,-0.00724484532461675
0.10202040130750636,-0.0075211587668190805
0.09994708350215752,-0.007794653288399123
0.09787003109685262,-0.008065126773844602
0.09578913234090794,-0.008332365030040645
0.09370426955714849,-0.008596140740742692
0.09161531863494199,-0.008856212302259657
0.0895221484652218,-0.009112322523444294
0.08742462030912913,-0.00936419717017107
0.08532258709043457,-0.0096115433309698
0.08321589260012054,-0.009854047576231949
0.081104370599348,-0.010091373878237293
0.07898784380439237,-0.01032316125292779
0.07686612273389526,-0.010549021076585039
0.0747390043947782,-0.010768534020957402
0.07260627077819129,-0.010981246538425905
0.07046768713064831,-0.011186666813818687
0.06832299995766047,-0.011384260080591357
0.06617193470722986,-0.011573443175079547
0.06401419306783183,-0.011753578171775175
0.06184944979908483,-0.011923964902843379
0.059677348991910406,-0.012083832113297437
0.05749749962685007,-0.012232326935050743
0.055309470261812946,-0.01236850227232979
0.05311278263026631,-0.012491301568827301
0.05090690386248012,-0.01259954026061402
0.04869123694809277,-0.01269188298910683
0.046465108926217705,-0.012766815326492844
0.04422775610149451,-0.0128226083076355
0.04197830531258033,-0.01285727339811566
0.03971574987813076,-0.012868504546038719
0.037438918239539175,-0.012853602481647852
0.0351464323829394,-0.012809374131917649
0.03283665163381275,-0.012731996361716048
0.03050759497459517,-0.012616827249145
0.028156830880541675,-0.012458137878591085
0.025781316298369186,-0.01224871947710816
0.023377152653459028,-0.011979286833650906
0.020939199597508226,-0.011637531836321406
0.01846042941668874,-0.011206538075012897
0.01593077039023167,-0.010661934177521273
0.013334834293584973,-0.009966288347866739
0.010646833920455262,-0.00905654301872582
0.0078167175315134,-0.007809654071650131
0.004715880058298675,-0.005907710953316053
0.0,0.0
